time,f,y
0.000000,0.050000,0.000000
0.000500,0.059995,0.000009
0.001000,0.069990,0.000022
0.001500,0.079985,0.000038
0.002000,0.089980,0.000057
0.002500,0.099975,0.000079
0.003000,0.109970,0.000104
0.003500,0.119965,0.000132
0.004000,0.129960,0.000163
0.004500,0.139955,0.000198
0.005000,0.149950,0.000236
0.005500,0.159945,0.000276
0.006000,0.169940,0.000320
0.006500,0.179935,0.000367
0.007000,0.189930,0.000418
0.007500,0.199925,0.000471
0.008000,0.209920,0.000528
0.008500,0.219915,0.000587
0.009000,0.229910,0.000650
0.009500,0.239905,0.000716
0.010000,0.249900,0.000785
0.010500,0.259895,0.000857
0.011000,0.269890,0.000933
0.011500,0.279885,0.001011
0.012000,0.289880,0.001093
0.012500,0.299875,0.001177
0.013000,0.309870,0.001265
0.013500,0.319865,0.001356
0.014000,0.329860,0.001451
0.014500,0.339855,0.001548
0.015000,0.349850,0.001648
0.015500,0.359845,0.001752
0.016000,0.369840,0.001859
0.016500,0.379835,0.001968
0.017000,0.389830,0.002081
0.017500,0.399825,0.002197
0.018000,0.409820,0.002317
0.018500,0.419815,0.002439
0.019000,0.429810,0.002564
0.019500,0.439805,0.002693
0.020000,0.449800,0.002825
0.020500,0.459795,0.002959
0.021000,0.469790,0.003097
0.021500,0.479785,0.003238
0.022000,0.489780,0.003383
0.022500,0.499775,0.003530
0.023000,0.509770,0.003680
0.023500,0.519765,0.003834
0.024000,0.529760,0.003990
0.024500,0.539755,0.004150
0.025000,0.549750,0.004312
0.025500,0.559745,0.004478
0.026000,0.569740,0.004647
0.026500,0.579735,0.004819
0.027000,0.589730,0.004994
0.027500,0.599725,0.005172
0.028000,0.609720,0.005353
0.028500,0.619715,0.005537
0.029000,0.629710,0.005724
0.029500,0.639705,0.005915
0.030000,0.649700,0.006108
0.030500,0.659695,0.006304
0.031000,0.669690,0.006504
0.031500,0.679685,0.006706
0.032000,0.689680,0.006911
0.032500,0.699675,0.007120
0.033000,0.709670,0.007331
0.033500,0.719665,0.007545
0.034000,0.729660,0.007762
0.034500,0.739655,0.007982
0.035000,0.749650,0.008206
0.035500,0.759645,0.008432
0.036000,0.769640,0.008661
0.036500,0.779635,0.008892
0.037000,0.789630,0.009127
0.037500,0.799625,0.009365
0.038000,0.809620,0.009605
0.038500,0.819615,0.009849
0.039000,0.829610,0.010095
0.039500,0.839605,0.010344
0.040000,0.849600,0.010595
0.040500,0.859595,0.010850
0.041000,0.869590,0.011107
0.041500,0.879585,0.011367
0.042000,0.889580,0.011630
0.042500,0.899575,0.011896
0.043000,0.909570,0.012164
0.043500,0.919565,0.012435
0.044000,0.929560,0.012708
0.044500,0.939555,0.012985
0.045000,0.949550,0.013263
0.045500,0.959545,0.013545
0.046000,0.969540,0.013828
0.046500,0.979535,0.014115
0.047000,0.989530,0.014404
0.047500,0.999525,0.014695
0.048000,1.009520,0.014989
0.048500,1.019515,0.015285
0.049000,1.029510,0.015584
0.049500,1.039505,0.015885
0.050000,1.049500,0.016188
0.050500,1.059495,0.016494
0.051000,1.069490,0.016802
0.051500,1.079485,0.017112
0.052000,1.089480,0.017425
0.052500,1.099475,0.017739
0.053000,1.109470,0.018056
0.053500,1.119465,0.018374
0.054000,1.129460,0.018695
0.054500,1.139455,0.019018
0.055000,1.149450,0.019343
0.055500,1.159445,0.019670
0.056000,1.169440,0.019998
0.056500,1.179435,0.020329
0.057000,1.189430,0.020661
0.057500,1.199425,0.020995
0.058000,1.209420,0.021331
0.058500,1.219415,0.021668
0.059000,1.229410,0.022007
0.059500,1.239405,0.022347
0.060000,1.249400,0.022689
0.060500,1.259395,0.023033
0.061000,1.269390,0.023378
0.061500,1.279385,0.023724
0.062000,1.289380,0.024072
0.062500,1.299375,0.024420
0.063000,1.309370,0.024770
0.063500,1.319365,0.025121
0.064000,1.329360,0.025473
0.064500,1.339355,0.025827
0.065000,1.349350,0.026181
0.065500,1.359345,0.026535
0.066000,1.369340,0.026891
0.066500,1.379335,0.027248
0.067000,1.389330,0.027605
0.067500,1.399325,0.027962
0.068000,1.409320,0.028320
0.068500,1.419315,0.028679
0.069000,1.429310,0.029038
0.069500,1.439305,0.029397
0.070000,1.449300,0.029757
0.070500,1.459295,0.030116
0.071000,1.469290,0.030476
0.071500,1.479285,0.030836
0.072000,1.489280,0.031195
0.072500,1.499275,0.031555
0.073000,1.509270,0.031914
0.073500,1.519265,0.032273
0.074000,1.529260,0.032631
0.074500,1.539255,0.032989
0.075000,1.549250,0.033346
0.075500,1.559245,0.033702
0.076000,1.569240,0.034058
0.076500,1.579235,0.034413
0.077000,1.589230,0.034766
0.077500,1.599225,0.035119
0.078000,1.609220,0.035470
0.078500,1.619215,0.035821
0.079000,1.629210,0.036169
0.079500,1.639205,0.036516
0.080000,1.649200,0.036862
0.080500,1.659195,0.037206
0.081000,1.669190,0.037548
0.081500,1.679185,0.037888
0.082000,1.689180,0.038226
0.082500,1.699175,0.038562
0.083000,1.709170,0.038896
0.083500,1.719165,0.039227
0.084000,1.729160,0.039556
0.084500,1.739155,0.039882
0.085000,1.749150,0.040205
0.085500,1.759145,0.040526
0.086000,1.769140,0.040843
0.086500,1.779135,0.041158
0.087000,1.789130,0.041469
0.087500,1.799125,0.041777
0.088000,1.809120,0.042082
0.088500,1.819115,0.042383
0.089000,1.829110,0.042680
0.089500,1.839105,0.042973
0.090000,1.849100,0.043262
0.090500,1.859095,0.043548
0.091000,1.869090,0.043829
0.091500,1.879085,0.044105
0.092000,1.889080,0.044377
0.092500,1.899075,0.044645
0.093000,1.909070,0.044907
0.093500,1.919065,0.045165
0.094000,1.929060,0.045418
0.094500,1.939055,0.045665
0.095000,1.949050,0.045908
0.095500,1.959045,0.046144
0.096000,1.969040,0.046376
0.096500,1.979035,0.046601
0.097000,1.989030,0.046820
0.097500,1.999025,0.047034
0.098000,2.009020,0.047241
0.098500,2.019015,0.047442
0.099000,2.029010,0.047637
0.099500,2.039005,0.047825
0.100000,2.049000,0.048006
0.100500,2.058995,0.048180
0.101000,2.068990,0.048348
0.101500,2.078985,0.048508
0.102000,2.088980,0.048660
0.102500,2.098975,0.048806
0.103000,2.108970,0.048943
0.103500,2.118965,0.049073
0.104000,2.128960,0.049196
0.104500,2.138955,0.049310
0.105000,2.148950,0.049415
0.105500,2.158945,0.049513
0.106000,2.168940,0.049602
0.106500,2.178935,0.049683
0.107000,2.188930,0.049754
0.107500,2.198925,0.049817
0.108000,2.208920,0.049871
0.108500,2.218915,0.049916
0.109000,2.228910,0.049951
0.109500,2.238905,0.049977
0.110000,2.248900,0.049993
0.110500,2.258895,0.050000
0.111000,2.268890,0.049997
0.111500,2.278885,0.049983
0.112000,2.288880,0.049960
0.112500,2.298875,0.049927
0.113000,2.308870,0.049883
0.113500,2.318865,0.049828
0.114000,2.328860,0.049763
0.114500,2.338855,0.049688
0.115000,2.348850,0.049601
0.115500,2.358845,0.049504
0.116000,2.368840,0.049395
0.116500,2.378835,0.049275
0.117000,2.388830,0.049144
0.117500,2.398825,0.049001
0.118000,2.408820,0.048847
0.118500,2.418815,0.048682
0.119000,2.428810,0.048504
0.119500,2.438805,0.048315
0.120000,2.448800,0.048114
0.120500,2.458795,0.047901
0.121000,2.468790,0.047675
0.121500,2.478785,0.047438
0.122000,2.488780,0.047188
0.122500,2.498775,0.046926
0.123000,2.508770,0.046651
0.123500,2.518765,0.046364
0.124000,2.528760,0.046065
0.124500,2.538755,0.045753
0.125000,2.548750,0.045428
0.125500,2.558745,0.045090
0.126000,2.568740,0.044740
0.126500,2.578735,0.044376
0.127000,2.588730,0.044000
0.127500,2.598725,0.043611
0.128000,2.608720,0.043209
0.128500,2.618715,0.042795
0.129000,2.628710,0.042367
0.129500,2.638705,0.041926
0.130000,2.648700,0.041472
0.130500,2.658695,0.041005
0.131000,2.668690,0.040525
0.131500,2.678685,0.040032
0.132000,2.688680,0.039526
0.132500,2.698675,0.039007
0.133000,2.708670,0.038475
0.133500,2.718665,0.037930
0.134000,2.728660,0.037372
0.134500,2.738655,0.036802
0.135000,2.748650,0.036218
0.135500,2.758645,0.035622
0.136000,2.768640,0.035013
0.136500,2.778635,0.034391
0.137000,2.788630,0.033757
0.137500,2.798625,0.033110
0.138000,2.808620,0.032451
0.138500,2.818615,0.031780
0.139000,2.828610,0.031096
0.139500,2.838605,0.030400
0.140000,2.848600,0.029692
0.140500,2.858595,0.028973
0.141000,2.868590,0.028241
0.141500,2.878585,0.027498
0.142000,2.888580,0.026744
0.142500,2.898575,0.025978
0.143000,2.908570,0.025201
0.143500,2.918565,0.024413
0.144000,2.928560,0.023615
0.144500,2.938555,0.022805
0.145000,2.948550,0.021986
0.145500,2.958545,0.021156
0.146000,2.968540,0.020316
0.146500,2.978535,0.019466
0.147000,2.988530,0.018606
0.147500,2.998525,0.017738
0.148000,3.008520,0.016860
0.148500,3.018515,0.015973
0.149000,3.028510,0.015078
0.149500,3.038505,0.014174
0.150000,3.048500,0.013262
0.150500,3.058495,0.012342
0.151000,3.068490,0.011415
0.151500,3.078485,0.010480
0.152000,3.088480,0.009539
0.152500,3.098475,0.008591
0.153000,3.108470,0.007637
0.153500,3.118465,0.006676
0.154000,3.128460,0.005711
0.154500,3.138455,0.004739
0.155000,3.148450,0.003763
0.155500,3.158445,0.002783
0.156000,3.168440,0.001798
0.156500,3.178435,0.000809
0.157000,3.188430,-0.000183
0.157500,3.198425,-0.001179
0.158000,3.208420,-0.002177
0.158500,3.218415,-0.003177
0.159000,3.228410,-0.004179
0.159500,3.238405,-0.005182
0.160000,3.248400,-0.006187
0.160500,3.258395,-0.007192
0.161000,3.268390,-0.008197
0.161500,3.278385,-0.009202
0.162000,3.288380,-0.010206
0.162500,3.298375,-0.011209
0.163000,3.308370,-0.012210
0.163500,3.318365,-0.013210
0.164000,3.328360,-0.014206
0.164500,3.338355,-0.015199
0.165000,3.348350,-0.016189
0.165500,3.358345,-0.017175
0.166000,3.368340,-0.018156
0.166500,3.378335,-0.019132
0.167000,3.388330,-0.020103
0.167500,3.398325,-0.021067
0.168000,3.408320,-0.022025
0.168500,3.418315,-0.022975
0.169000,3.428310,-0.023918
0.169500,3.438305,-0.024853
0.170000,3.448300,-0.025779
0.170500,3.458295,-0.026696
0.171000,3.468290,-0.027603
0.171500,3.478285,-0.028499
0.172000,3.488280,-0.029385
0.172500,3.498275,-0.030260
0.173000,3.508270,-0.031122
0.173500,3.518265,-0.031973
0.174000,3.528260,-0.032810
0.174500,3.538255,-0.033633
0.175000,3.548250,-0.034443
0.175500,3.558245,-0.035238
0.176000,3.568240,-0.036018
0.176500,3.578235,-0.036782
0.177000,3.588230,-0.037530
0.177500,3.598225,-0.038261
0.178000,3.608220,-0.038975
0.178500,3.618215,-0.039671
0.179000,3.628210,-0.040349
0.179500,3.638205,-0.041008
0.180000,3.648200,-0.041648
0.180500,3.658195,-0.042268
0.181000,3.668190,-0.042867
0.181500,3.678185,-0.043446
0.182000,3.688180,-0.044003
0.182500,3.698175,-0.044538
0.183000,3.708170,-0.045052
0.183500,3.718165,-0.045542
0.184000,3.728160,-0.046009
0.184500,3.738155,-0.046453
0.185000,3.748150,-0.046872
0.185500,3.758145,-0.047267
0.186000,3.768140,-0.047637
0.186500,3.778135,-0.047981
0.187000,3.788130,-0.048300
0.187500,3.798125,-0.048593
0.188000,3.808120,-0.048859
0.188500,3.818115,-0.049097
0.189000,3.828110,-0.049309
0.189500,3.838105,-0.049493
0.190000,3.848100,-0.049649
0.190500,3.858095,-0.049777
0.191000,3.868090,-0.049876
0.191500,3.878085,-0.049947
0.192000,3.888080,-0.049988
0.192500,3.898075,-0.050000
0.193000,3.908070,-0.049982
0.193500,3.918065,-0.049935
0.194000,3.928060,-0.049857
0.194500,3.938055,-0.049749
0.195000,3.948050,-0.049611
0.195500,3.958045,-0.049442
0.196000,3.968040,-0.049243
0.196500,3.978035,-0.049012
0.197000,3.988030,-0.048751
0.197500,3.998025,-0.048459
0.198000,4.008020,-0.048137
0.198500,4.018015,-0.047783
0.199000,4.028010,-0.047398
0.199500,4.038005,-0.046982
0.200000,4.048000,-0.046535
0.200500,4.057995,-0.046057
0.201000,4.067990,-0.045549
0.201500,4.077985,-0.045009
0.202000,4.087980,-0.044440
0.202500,4.097975,-0.043840
0.203000,4.107970,-0.043209
0.203500,4.117965,-0.042549
0.204000,4.127960,-0.041859
0.204500,4.137955,-0.041139
0.205000,4.147950,-0.040390
0.205500,4.157945,-0.039612
0.206000,4.167940,-0.038805
0.206500,4.177935,-0.037971
0.207000,4.187930,-0.037108
0.207500,4.197925,-0.036218
0.208000,4.207920,-0.035300
0.208500,4.217915,-0.034356
0.209000,4.227910,-0.033386
0.209500,4.237905,-0.032391
0.210000,4.247900,-0.031370
0.210500,4.257895,-0.030325
0.211000,4.267890,-0.029256
0.211500,4.277885,-0.028163
0.212000,4.287880,-0.027048
0.212500,4.297875,-0.025911
0.213000,4.307870,-0.024752
0.213500,4.317865,-0.023573
0.214000,4.327860,-0.022374
0.214500,4.337855,-0.021155
0.215000,4.347850,-0.019919
0.215500,4.357845,-0.018664
0.216000,4.367840,-0.017393
0.216500,4.377835,-0.016106
0.217000,4.387830,-0.014804
0.217500,4.397825,-0.013488
0.218000,4.407820,-0.012159
0.218500,4.417815,-0.010817
0.219000,4.427810,-0.009465
0.219500,4.437805,-0.008101
0.220000,4.447800,-0.006729
0.220500,4.457795,-0.005348
0.221000,4.467790,-0.003960
0.221500,4.477785,-0.002566
0.222000,4.487780,-0.001166
0.222500,4.497775,0.000237
0.223000,4.507770,0.001644
0.223500,4.517765,0.003052
0.224000,4.527760,0.004461
0.224500,4.537755,0.005869
0.225000,4.547750,0.007276
0.225500,4.557745,0.008680
0.226000,4.567740,0.010081
0.226500,4.577735,0.011476
0.227000,4.587730,0.012864
0.227500,4.597725,0.014246
0.228000,4.607720,0.015618
0.228500,4.617715,0.016981
0.229000,4.627710,0.018332
0.229500,4.637705,0.019671
0.230000,4.647700,0.020996
0.230500,4.657695,0.022306
0.231000,4.667690,0.023601
0.231500,4.677685,0.024878
0.232000,4.687680,0.026136
0.232500,4.697675,0.027375
0.233000,4.707670,0.028593
0.233500,4.717665,0.029788
0.234000,4.727660,0.030960
0.234500,4.737655,0.032108
0.235000,4.747650,0.033230
0.235500,4.757645,0.034325
0.236000,4.767640,0.035392
0.236500,4.777635,0.036429
0.237000,4.787630,0.037437
0.237500,4.797625,0.038412
0.238000,4.807620,0.039356
0.238500,4.817615,0.040266
0.239000,4.827610,0.041141
0.239500,4.837605,0.041980
0.240000,4.847600,0.042783
0.240500,4.857595,0.043548
0.241000,4.867590,0.044275
0.241500,4.877585,0.044962
0.242000,4.887580,0.045608
0.242500,4.897575,0.046213
0.243000,4.907570,0.046777
0.243500,4.917565,0.047297
0.244000,4.927560,0.047773
0.244500,4.937555,0.048206
0.245000,4.947550,0.048593
0.245500,4.957545,0.048934
0.246000,4.967540,0.049229
0.246500,4.977535,0.049477
0.247000,4.987530,0.049678
0.247500,4.997525,0.049830
0.248000,5.007520,0.049935
0.248500,5.017515,0.049990
0.249000,5.027510,0.049997
0.249500,5.037505,0.049954
0.250000,5.047500,0.049861
0.250500,5.057495,0.049718
0.251000,5.067490,0.049526
0.251500,5.077485,0.049283
0.252000,5.087480,0.048990
0.252500,5.097475,0.048647
0.253000,5.107470,0.048253
0.253500,5.117465,0.047810
0.254000,5.127460,0.047317
0.254500,5.137455,0.046774
0.255000,5.147450,0.046182
0.255500,5.157445,0.045541
0.256000,5.167440,0.044851
0.256500,5.177435,0.044113
0.257000,5.187430,0.043327
0.257500,5.197425,0.042494
0.258000,5.207420,0.041615
0.258500,5.217415,0.040689
0.259000,5.227410,0.039719
0.259500,5.237405,0.038704
0.260000,5.247400,0.037646
0.260500,5.257395,0.036545
0.261000,5.267390,0.035402
0.261500,5.277385,0.034219
0.262000,5.287380,0.032996
0.262500,5.297375,0.031735
0.263000,5.307370,0.030437
0.263500,5.317365,0.029102
0.264000,5.327360,0.027733
0.264500,5.337355,0.026331
0.265000,5.347350,0.024896
0.265500,5.357345,0.023431
0.266000,5.367340,0.021937
0.266500,5.377335,0.020415
0.267000,5.387330,0.018868
0.267500,5.397325,0.017296
0.268000,5.407320,0.015701
0.268500,5.417315,0.014086
0.269000,5.427310,0.012451
0.269500,5.437305,0.010799
0.270000,5.447300,0.009131
0.270500,5.457295,0.007450
0.271000,5.467290,0.005757
0.271500,5.477285,0.004054
0.272000,5.487280,0.002343
0.272500,5.497275,0.000626
0.273000,5.507270,-0.001095
0.273500,5.517265,-0.002817
0.274000,5.527260,-0.004539
0.274500,5.537255,-0.006259
0.275000,5.547250,-0.007975
0.275500,5.557245,-0.009684
0.276000,5.567240,-0.011384
0.276500,5.577235,-0.013074
0.277000,5.587230,-0.014751
0.277500,5.597225,-0.016413
0.278000,5.607220,-0.018057
0.278500,5.617215,-0.019683
0.279000,5.627210,-0.021287
0.279500,5.637205,-0.022867
0.280000,5.647200,-0.024422
0.280500,5.657195,-0.025949
0.281000,5.667190,-0.027446
0.281500,5.677185,-0.028911
0.282000,5.687180,-0.030343
0.282500,5.697175,-0.031738
0.283000,5.707170,-0.033096
0.283500,5.717165,-0.034414
0.284000,5.727160,-0.035690
0.284500,5.737155,-0.036922
0.285000,5.747150,-0.038109
0.285500,5.757145,-0.039249
0.286000,5.767140,-0.040340
0.286500,5.777135,-0.041380
0.287000,5.787130,-0.042368
0.287500,5.797125,-0.043302
0.288000,5.807120,-0.044181
0.288500,5.817115,-0.045003
0.289000,5.827110,-0.045766
0.289500,5.837105,-0.046471
0.290000,5.847100,-0.047114
0.290500,5.857095,-0.047695
0.291000,5.867090,-0.048213
0.291500,5.877085,-0.048667
0.292000,5.887080,-0.049056
0.292500,5.897075,-0.049379
0.293000,5.907070,-0.049636
0.293500,5.917065,-0.049824
0.294000,5.927060,-0.049945
0.294500,5.937055,-0.049998
0.295000,5.947050,-0.049981
0.295500,5.957045,-0.049895
0.296000,5.967040,-0.049740
0.296500,5.977035,-0.049515
0.297000,5.987030,-0.049220
0.297500,5.997025,-0.048856
0.298000,6.007020,-0.048422
0.298500,6.017015,-0.047919
0.299000,6.027010,-0.047347
0.299500,6.037005,-0.046707
0.300000,6.047000,-0.045999
0.300500,6.056995,-0.045224
0.301000,6.066990,-0.044383
0.301500,6.076985,-0.043476
0.302000,6.086980,-0.042505
0.302500,6.096975,-0.041471
0.303000,6.106970,-0.040375
0.303500,6.116965,-0.039217
0.304000,6.126960,-0.038001
0.304500,6.136955,-0.036726
0.305000,6.146950,-0.035395
0.305500,6.156945,-0.034010
0.306000,6.166940,-0.032572
0.306500,6.176935,-0.031083
0.307000,6.186930,-0.029545
0.307500,6.196925,-0.027960
0.308000,6.206920,-0.026331
0.308500,6.216915,-0.024659
0.309000,6.226910,-0.022947
0.309500,6.236905,-0.021197
0.310000,6.246900,-0.019413
0.310500,6.256895,-0.017596
0.311000,6.266890,-0.015748
0.311500,6.276885,-0.013874
0.312000,6.286880,-0.011976
0.312500,6.296875,-0.010055
0.313000,6.306870,-0.008116
0.313500,6.316865,-0.006162
0.314000,6.326860,-0.004194
0.314500,6.336855,-0.002217
0.315000,6.346850,-0.000233
0.315500,6.356845,0.001754
0.316000,6.366840,0.003742
0.316500,6.376835,0.005727
0.317000,6.386830,0.007705
0.317500,6.396825,0.009675
0.318000,6.406820,0.011632
0.318500,6.416815,0.013574
0.319000,6.426810,0.015496
0.319500,6.436805,0.017397
0.320000,6.446800,0.019272
0.320500,6.456795,0.021119
0.321000,6.466790,0.022934
0.321500,6.476785,0.024715
0.322000,6.486780,0.026457
0.322500,6.496775,0.028159
0.323000,6.506770,0.029816
0.323500,6.516765,0.031427
0.324000,6.526760,0.032988
0.324500,6.536755,0.034496
0.325000,6.546750,0.035949
0.325500,6.556745,0.037343
0.326000,6.566740,0.038677
0.326500,6.576735,0.039947
0.327000,6.586730,0.041152
0.327500,6.596725,0.042288
0.328000,6.606720,0.043354
0.328500,6.616715,0.044348
0.329000,6.626710,0.045266
0.329500,6.636705,0.046109
0.330000,6.646700,0.046873
0.330500,6.656695,0.047556
0.331000,6.666690,0.048159
0.331500,6.676685,0.048678
0.332000,6.686680,0.049113
0.332500,6.696675,0.049463
0.333000,6.706670,0.049726
0.333500,6.716665,0.049901
0.334000,6.726660,0.049989
0.334500,6.736655,0.049989
0.335000,6.746650,0.049899
0.335500,6.756645,0.049720
0.336000,6.766640,0.049452
0.336500,6.776635,0.049094
0.337000,6.786630,0.048648
0.337500,6.796625,0.048113
0.338000,6.806620,0.047491
0.338500,6.816615,0.046781
0.339000,6.826610,0.045984
0.339500,6.836605,0.045103
0.340000,6.846600,0.044138
0.340500,6.856595,0.043090
0.341000,6.866590,0.041961
0.341500,6.876585,0.040753
0.342000,6.886580,0.039467
0.342500,6.896575,0.038106
0.343000,6.906570,0.036673
0.343500,6.916565,0.035168
0.344000,6.926560,0.033596
0.344500,6.936555,0.031957
0.345000,6.946550,0.030257
0.345500,6.956545,0.028496
0.346000,6.966540,0.026679
0.346500,6.976535,0.024809
0.347000,6.986530,0.022888
0.347500,6.996525,0.020921
0.348000,7.006520,0.018911
0.348500,7.016515,0.016861
0.349000,7.026510,0.014776
0.349500,7.036505,0.012660
0.350000,7.046500,0.010516
0.350500,7.056495,0.008348
0.351000,7.066490,0.006161
0.351500,7.076485,0.003959
0.352000,7.086480,0.001746
0.352500,7.096475,-0.000474
0.353000,7.106470,-0.002695
0.353500,7.116465,-0.004915
0.354000,7.126460,-0.007128
0.354500,7.136455,-0.009330
0.355000,7.146450,-0.011516
0.355500,7.156445,-0.013683
0.356000,7.166440,-0.015825
0.356500,7.176435,-0.017938
0.357000,7.186430,-0.020017
0.357500,7.196425,-0.022060
0.358000,7.206420,-0.024060
0.358500,7.216415,-0.026014
0.359000,7.226410,-0.027917
0.359500,7.236405,-0.029766
0.360000,7.246400,-0.031556
0.360500,7.256395,-0.033284
0.361000,7.266390,-0.034946
0.361500,7.276385,-0.036537
0.362000,7.286380,-0.038055
0.362500,7.296375,-0.039495
0.363000,7.306370,-0.040855
0.363500,7.316365,-0.042132
0.364000,7.326360,-0.043321
0.364500,7.336355,-0.044421
0.365000,7.346350,-0.045429
0.365500,7.356345,-0.046342
0.366000,7.366340,-0.047158
0.366500,7.376335,-0.047874
0.367000,7.386330,-0.048490
0.367500,7.396325,-0.049002
0.368000,7.406320,-0.049410
0.368500,7.416315,-0.049712
0.369000,7.426310,-0.049907
0.369500,7.436305,-0.049995
0.370000,7.446300,-0.049974
0.370500,7.456295,-0.049844
0.371000,7.466290,-0.049606
0.371500,7.476285,-0.049259
0.372000,7.486280,-0.048803
0.372500,7.496275,-0.048239
0.373000,7.506270,-0.047568
0.373500,7.516265,-0.046792
0.374000,7.526260,-0.045910
0.374500,7.536255,-0.044925
0.375000,7.546250,-0.043839
0.375500,7.556245,-0.042653
0.376000,7.566240,-0.041371
0.376500,7.576235,-0.039993
0.377000,7.586230,-0.038524
0.377500,7.596225,-0.036966
0.378000,7.606220,-0.035322
0.378500,7.616215,-0.033595
0.379000,7.626210,-0.031790
0.379500,7.636205,-0.029910
0.380000,7.646200,-0.027960
0.380500,7.656195,-0.025942
0.381000,7.666190,-0.023862
0.381500,7.676185,-0.021724
0.382000,7.686180,-0.019534
0.382500,7.696175,-0.017295
0.383000,7.706170,-0.015013
0.383500,7.716165,-0.012693
0.384000,7.726160,-0.010341
0.384500,7.736155,-0.007961
0.385000,7.746150,-0.005559
0.385500,7.756145,-0.003141
0.386000,7.766140,-0.000713
0.386500,7.776135,0.001720
0.387000,7.786130,0.004152
0.387500,7.796125,0.006578
0.388000,7.806120,0.008991
0.388500,7.816115,0.011385
0.389000,7.826110,0.013755
0.389500,7.836105,0.016096
0.390000,7.846100,0.018400
0.390500,7.856095,0.020663
0.391000,7.866090,0.022879
0.391500,7.876085,0.025042
0.392000,7.886080,0.027147
0.392500,7.896075,0.029188
0.393000,7.906070,0.031160
0.393500,7.916065,0.033059
0.394000,7.926060,0.034878
0.394500,7.936055,0.036614
0.395000,7.946050,0.038262
0.395500,7.956045,0.039817
0.396000,7.966040,0.041275
0.396500,7.976035,0.042632
0.397000,7.986030,0.043884
0.397500,7.996025,0.045028
0.398000,8.006020,0.046060
0.398500,8.016015,0.046978
0.399000,8.026010,0.047778
0.399500,8.036005,0.048459
0.400000,8.046000,0.049018
0.400500,8.055995,0.049453
0.401000,8.065990,0.049762
0.401500,8.075985,0.049945
0.402000,8.085980,0.050000
0.402500,8.095975,0.049927
0.403000,8.105970,0.049725
0.403500,8.115965,0.049395
0.404000,8.125960,0.048936
0.404500,8.135955,0.048351
0.405000,8.145950,0.047639
0.405500,8.155945,0.046801
0.406000,8.165940,0.045841
0.406500,8.175935,0.044760
0.407000,8.185930,0.043560
0.407500,8.195925,0.042243
0.408000,8.205920,0.040814
0.408500,8.215915,0.039275
0.409000,8.225910,0.037631
0.409500,8.235905,0.035884
0.410000,8.245900,0.034039
0.410500,8.255895,0.032102
0.411000,8.265890,0.030076
0.411500,8.275885,0.027967
0.412000,8.285880,0.025781
0.412500,8.295875,0.023522
0.413000,8.305870,0.021197
0.413500,8.315865,0.018811
0.414000,8.325860,0.016372
0.414500,8.335855,0.013886
0.415000,8.345850,0.011358
0.415500,8.355845,0.008796
0.416000,8.365840,0.006208
0.416500,8.375835,0.003599
0.417000,8.385830,0.000977
0.417500,8.395825,-0.001651
0.418000,8.405820,-0.004278
0.418500,8.415815,-0.006895
0.419000,8.425810,-0.009497
0.419500,8.435805,-0.012075
0.420000,8.445800,-0.014623
0.420500,8.455795,-0.017132
0.421000,8.465790,-0.019597
0.421500,8.475785,-0.022009
0.422000,8.485780,-0.024362
0.422500,8.495775,-0.026649
0.423000,8.505770,-0.028863
0.423500,8.515765,-0.030998
0.424000,8.525760,-0.033047
0.424500,8.535755,-0.035004
0.425000,8.545750,-0.036864
0.425500,8.555745,-0.038620
0.426000,8.565740,-0.040266
0.426500,8.575735,-0.041799
0.427000,8.585730,-0.043213
0.427500,8.595725,-0.044504
0.428000,8.605720,-0.045666
0.428500,8.615715,-0.046698
0.429000,8.625710,-0.047594
0.429500,8.635705,-0.048353
0.430000,8.645700,-0.048971
0.430500,8.655695,-0.049446
0.431000,8.665690,-0.049776
0.431500,8.675685,-0.049959
0.432000,8.685680,-0.049995
0.432500,8.695675,-0.049883
0.433000,8.705670,-0.049623
0.433500,8.715665,-0.049215
0.434000,8.725660,-0.048660
0.434500,8.735655,-0.047958
0.435000,8.745650,-0.047112
0.435500,8.755645,-0.046124
0.436000,8.765640,-0.044995
0.436500,8.775635,-0.043730
0.437000,8.785630,-0.042330
0.437500,8.795625,-0.040801
0.438000,8.805620,-0.039147
0.438500,8.815615,-0.037371
0.439000,8.825610,-0.035479
0.439500,8.835605,-0.033476
0.440000,8.845600,-0.031369
0.440500,8.855595,-0.029163
0.441000,8.865590,-0.026864
0.441500,8.875585,-0.024480
0.442000,8.885580,-0.022018
0.442500,8.895575,-0.019484
0.443000,8.905570,-0.016887
0.443500,8.915565,-0.014235
0.444000,8.925560,-0.011535
0.444500,8.935555,-0.008796
0.445000,8.945550,-0.006027
0.445500,8.955545,-0.003235
0.446000,8.965540,-0.000430
0.446500,8.975535,0.002379
0.447000,8.985530,0.005184
0.447500,8.995525,0.007976
0.448000,9.005520,0.010746
0.448500,9.015515,0.013484
0.449000,9.025510,0.016182
0.449500,9.035505,0.018832
0.450000,9.045500,0.021424
0.450500,9.055495,0.023950
0.451000,9.065490,0.026402
0.451500,9.075485,0.028771
0.452000,9.085480,0.031050
0.452500,9.095475,0.033231
0.453000,9.105470,0.035306
0.453500,9.115465,0.037268
0.454000,9.125460,0.039111
0.454500,9.135455,0.040829
