time,f,y
1.216500,24.367835,-0.039212
1.217000,24.377830,-0.043481
1.217500,24.387825,-0.046736
1.218000,24.397820,-0.048899
1.218500,24.407815,-0.049919
1.219000,24.417810,-0.049769
1.219500,24.427805,-0.048452
1.220000,24.437800,-0.045997
1.220500,24.447795,-0.042461
1.221000,24.457790,-0.037926
1.221500,24.467785,-0.032496
1.222000,24.477780,-0.026300
1.222500,24.487775,-0.019480
1.223000,24.497770,-0.012199
1.223500,24.507765,-0.004627
1.224000,24.517760,0.003057
1.224500,24.527755,0.010673
1.225000,24.537750,0.018039
1.225500,24.547745,0.024980
1.226000,24.557740,0.031333
1.226500,24.567735,0.036945
1.227000,24.577730,0.041682
1.227500,24.587725,0.045431
1.228000,24.597720,0.048101
1.228500,24.607715,0.049628
1.229000,24.617710,0.049974
1.229500,24.627705,0.049128
1.230000,24.637700,0.047111
1.230500,24.647695,0.043968
1.231000,24.657690,0.039773
1.231500,24.667685,0.034625
1.232000,24.677680,0.028647
1.232500,24.687675,0.021980
1.233000,24.697670,0.014784
1.233500,24.707665,0.007230
1.234000,24.717660,-0.000500
1.234500,24.727655,-0.008222
1.235000,24.737650,-0.015749
1.235500,24.747645,-0.022900
1.236000,24.757640,-0.029502
1.236500,24.767635,-0.035395
1.237000,24.777630,-0.040438
1.237500,24.787625,-0.044505
1.238000,24.797620,-0.047499
1.238500,24.807615,-0.049346
1.239000,24.817610,-0.049999
1.239500,24.827605,-0.049441
1.240000,24.837600,-0.047685
1.240500,24.847595,-0.044770
1.241000,24.857590,-0.040768
1.241500,24.867585,-0.035773
1.242000,24.877580,-0.029907
1.242500,24.887575,-0.023310
1.243000,24.897570,-0.016143
1.243500,24.907565,-0.008579
1.244000,24.917560,-0.000803
1.244500,24.927555,0.006996
1.245000,24.937550,0.014627
1.245500,24.947545,0.021903
1.246000,24.957540,0.028646
1.246500,24.967535,0.034690
1.247000,24.977530,0.039886
1.247500,24.987525,0.044105
1.248000,24.997520,0.047243
1.248500,25.007515,0.049222
1.249000,25.017510,0.049990
1.249500,25.027505,0.049529
1.250000,25.037500,0.047847
1.250500,25.047495,0.044985
1.251000,25.057490,0.041012
1.251500,25.067485,0.036025
1.252000,25.077480,0.030145
1.252500,25.087475,0.023518
1.253000,25.097470,0.016306
1.253500,25.107465,0.008687
1.254000,25.117460,0.000850
1.254500,25.127455,-0.007012
1.255000,25.137450,-0.014702
1.255500,25.147445,-0.022030
1.256000,25.157440,-0.028813
1.256500,25.167435,-0.034882
1.257000,25.177430,-0.040084
1.257500,25.187425,-0.044289
1.258000,25.197420,-0.047391
1.258500,25.207415,-0.049310
1.259000,25.217410,-0.049998
1.259500,25.227405,-0.049437
1.260000,25.237400,-0.047637
1.260500,25.247395,-0.044644
1.261000,25.257390,-0.040530
1.261500,25.267385,-0.035398
1.262000,25.277380,-0.029376
1.262500,25.287375,-0.022612
1.263000,25.297370,-0.015278
1.263500,25.307365,-0.007556
1.264000,25.317360,0.000359
1.264500,25.327355,0.008268
1.265000,25.337350,0.015972
1.265500,25.347345,0.023276
1.266000,25.357340,0.029994
1.266500,25.367335,0.035957
1.267000,25.377330,0.041011
1.267500,25.387325,0.045030
1.268000,25.397320,0.047908
1.268500,25.407315,0.049573
1.269000,25.417310,0.049979
1.269500,25.427305,0.049116
1.270000,25.437300,0.047004
1.270500,25.447295,0.043695
1.271000,25.457290,0.039273
1.271500,25.467285,0.033847
1.272000,25.477280,0.027556
1.272500,25.487275,0.020559
1.273000,25.497270,0.013035
1.273500,25.507265,0.005174
1.274000,25.517260,-0.002823
1.274500,25.527255,-0.010750
1.275000,25.537250,-0.018404
1.275500,25.547245,-0.025590
1.276000,25.557240,-0.032122
1.276500,25.567235,-0.037831
1.277000,25.577230,-0.042570
1.277500,25.587225,-0.046216
1.278000,25.597220,-0.048673
1.278500,25.607215,-0.049877
1.279000,25.617210,-0.049795
1.279500,25.627205,-0.048428
1.280000,25.637200,-0.045811
1.280500,25.647195,-0.042008
1.281000,25.657190,-0.037116
1.281500,25.667185,-0.031263
1.282000,25.677180,-0.024597
1.282500,25.687175,-0.017291
1.283000,25.697170,-0.009533
1.283500,25.707165,-0.001525
1.284000,25.717160,0.006526
1.284500,25.727155,0.014411
1.285000,25.737150,0.021923
1.285500,25.747145,0.028867
1.286000,25.757140,0.035061
1.286500,25.767135,0.040343
1.287000,25.777130,0.044574
1.287500,25.787125,0.047642
1.288000,25.797120,0.049465
1.288500,25.807115,0.049994
1.289000,25.817110,0.049214
1.289500,25.827105,0.047144
1.290000,25.837100,0.043837
1.290500,25.847095,0.039377
1.291000,25.857090,0.033882
1.291500,25.867085,0.027493
1.292000,25.877080,0.020379
1.292500,25.887075,0.012725
1.293000,25.897070,0.004733
1.293500,25.907065,-0.003387
1.294000,25.917060,-0.011420
1.294500,25.927055,-0.019155
1.295000,25.937050,-0.026387
1.295500,25.947045,-0.032923
1.296000,25.957040,-0.038590
1.296500,25.967035,-0.043237
1.297000,25.977030,-0.046740
1.297500,25.987025,-0.049003
1.298000,25.997020,-0.049966
1.298500,26.007015,-0.049601
1.299000,26.017010,-0.047917
1.299500,26.027005,-0.044957
1.300000,26.037000,-0.040799
1.300500,26.046995,-0.035551
1.301000,26.056990,-0.029353
1.301500,26.066985,-0.022368
1.302000,26.076980,-0.014784
1.302500,26.086975,-0.006801
1.303000,26.096970,0.001367
1.303500,26.106965,0.009501
1.304000,26.116960,0.017384
1.304500,26.126955,0.024804
1.305000,26.136950,0.031560
1.305500,26.146945,0.037472
1.306000,26.156940,0.042378
1.306500,26.166935,0.046146
1.307000,26.176930,0.048673
1.307500,26.186925,0.049889
1.308000,26.196920,0.049761
1.308500,26.206915,0.048290
1.309000,26.216910,0.045514
1.309500,26.226905,0.041507
1.310000,26.236900,0.036375
1.310500,26.246895,0.030258
1.311000,26.256890,0.023318
1.311500,26.266885,0.015743
1.312000,26.276880,0.007739
1.312500,26.286875,-0.000479
1.313000,26.296870,-0.008686
1.313500,26.306865,-0.016661
1.314000,26.316860,-0.024185
1.314500,26.326855,-0.031054
1.315000,26.336850,-0.037078
1.315500,26.346845,-0.042094
1.316000,26.356840,-0.045962
1.316500,26.366835,-0.048577
1.317000,26.376830,-0.049865
1.317500,26.386825,-0.049789
1.318000,26.396820,-0.048349
1.318500,26.406815,-0.045585
1.319000,26.416810,-0.041570
1.319500,26.426805,-0.036412
1.320000,26.436800,-0.030253
1.320500,26.446795,-0.023260
1.321000,26.456790,-0.015624
1.321500,26.466785,-0.007556
1.322000,26.476780,0.000724
1.322500,26.486775,0.008986
1.323000,26.496770,0.017004
1.323500,26.506765,0.024555
1.324000,26.516760,0.031431
1.324500,26.526755,0.037440
1.325000,26.536750,0.042416
1.325500,26.546745,0.046219
1.326000,26.556740,0.048743
1.326500,26.566735,0.049916
1.327000,26.576730,0.049704
1.327500,26.586725,0.048112
1.328000,26.596720,0.045182
1.328500,26.606715,0.040994
1.329000,26.616710,0.035663
1.329500,26.626705,0.029337
1.330000,26.636700,0.022191
1.330500,26.646695,0.014423
1.331000,26.656690,0.006250
1.331500,26.666685,-0.002101
1.332000,26.676680,-0.010397
1.332500,26.686675,-0.018405
1.333000,26.696670,-0.025900
1.333500,26.706665,-0.032672
1.334000,26.716660,-0.038531
1.334500,26.726655,-0.043310
1.335000,26.736650,-0.046874
1.335500,26.746645,-0.049123
1.336000,26.756640,-0.049990
1.336500,26.766635,-0.049451
1.337000,26.776630,-0.047518
1.337500,26.786625,-0.044245
1.338000,26.796620,-0.039723
1.338500,26.806615,-0.034077
1.339000,26.816610,-0.027467
1.339500,26.826605,-0.020077
1.340000,26.836600,-0.012117
1.340500,26.846595,-0.003810
1.341000,26.856590,0.004608
1.341500,26.866585,0.012898
1.342000,26.876580,0.020825
1.342500,26.886575,0.028163
1.343000,26.896570,0.034704
1.343500,26.906565,0.040260
1.344000,26.916560,0.044672
1.344500,26.926555,0.047813
1.345000,26.936550,0.049592
1.345500,26.946545,0.049957
1.346000,26.956540,0.048896
1.346500,26.966535,0.046438
1.347000,26.976530,0.042651
1.347500,26.986525,0.037642
1.348000,26.996520,0.031553
1.348500,27.006515,0.024558
1.349000,27.016510,0.016856
1.349500,27.026505,0.008668
1.350000,27.036500,0.000228
1.350500,27.046495,-0.008222
1.351000,27.056490,-0.016439
1.351500,27.066485,-0.024185
1.352000,27.076480,-0.031238
1.352500,27.086475,-0.037393
1.353000,27.096470,-0.042471
1.353500,27.106465,-0.046325
1.354000,27.116460,-0.048842
1.354500,27.126455,-0.049949
1.355000,27.136450,-0.049610
1.355500,27.146445,-0.047835
1.356000,27.156440,-0.044673
1.356500,27.166435,-0.040215
1.357000,27.176430,-0.034589
1.357500,27.186425,-0.027955
1.358000,27.196420,-0.020507
1.358500,27.206415,-0.012460
1.359000,27.216410,-0.004048
1.359500,27.226405,0.004486
1.360000,27.236400,0.012892
1.360500,27.246395,0.020925
1.361000,27.256390,0.028350
1.361500,27.266385,0.034949
1.362000,27.276380,0.040530
1.362500,27.286375,0.044927
1.363000,27.296370,0.048011
1.363500,27.306365,0.049689
1.364000,27.316360,0.049911
1.364500,27.326355,0.048669
1.365000,27.336350,0.045997
1.365500,27.346345,0.041973
1.366000,27.356340,0.036714
1.366500,27.366335,0.030372
1.367000,27.376330,0.023134
1.367500,27.386325,0.015212
1.368000,27.396320,0.006838
1.368500,27.406315,-0.001741
1.369000,27.416310,-0.010271
1.369500,27.426305,-0.018501
1.370000,27.436300,-0.026187
1.370500,27.446295,-0.033100
1.371000,27.456290,-0.039036
1.371500,27.466285,-0.043817
1.372000,27.476280,-0.047300
1.372500,27.486275,-0.049380
1.373000,27.496270,-0.049994
1.373500,27.506265,-0.049123
1.374000,27.516260,-0.046790
1.374500,27.526255,-0.043063
1.375000,27.536250,-0.038052
1.375500,27.546245,-0.031905
1.376000,27.556240,-0.024804
1.376500,27.566235,-0.016960
1.377000,27.576230,-0.008606
1.377500,27.586225,0.000008
1.378000,27.596220,0.008625
1.378500,27.606215,0.016986
1.379000,27.616210,0.024842
1.379500,27.626205,0.031956
1.380000,27.636200,0.038113
1.380500,27.646195,0.043128
1.381000,27.656190,0.046849
1.381500,27.666185,0.049163
1.382000,27.676180,0.049998
1.382500,27.686175,0.049327
1.383000,27.696170,0.047170
1.383500,27.706165,0.043590
1.384000,27.716160,0.038692
1.384500,27.726155,0.032625
1.385000,27.736150,0.025569
1.385500,27.746145,0.017737
1.386000,27.756140,0.009366
1.386500,27.766135,0.000708
1.387000,27.776130,-0.007974
1.387500,27.786125,-0.016418
1.388000,27.796120,-0.024367
1.388500,27.806115,-0.031578
1.389000,27.816110,-0.037831
1.389500,27.826105,-0.042936
1.390000,27.836100,-0.046736
1.390500,27.846095,-0.049114
1.391000,27.856090,-0.049995
1.391500,27.866085,-0.049352
1.392000,27.876080,-0.047201
1.392500,27.886075,-0.043608
1.393000,27.896070,-0.038680
1.393500,27.906065,-0.032567
1.394000,27.916060,-0.025455
1.394500,27.926055,-0.017561
1.395000,27.936050,-0.009125
1.395500,27.946045,-0.000407
1.396000,27.956040,0.008328
1.396500,27.966035,0.016809
1.397000,27.976030,0.024777
1.397500,27.986025,0.031985
1.398000,27.996020,0.038211
1.398500,28.006015,0.043261
1.399000,28.016010,0.046980
1.399500,28.026005,0.049250
1.400000,28.036000,0.050000
1.400500,28.045995,0.049205
1.401000,28.055990,0.046889
1.401500,28.065985,0.043120
1.402000,28.075980,0.038015
1.402500,28.085975,0.031731
1.403000,28.095970,0.024460
1.403500,28.105965,0.016427
1.404000,28.115960,0.007881
1.404500,28.125955,-0.000912
1.405000,28.135950,-0.009680
1.405500,28.145945,-0.018151
1.406000,28.155940,-0.026058
1.406500,28.165935,-0.033157
1.407000,28.175930,-0.039224
1.407500,28.185925,-0.044069
1.408000,28.195920,-0.047539
1.408500,28.205915,-0.049524
1.409000,28.215910,-0.049962
1.409500,28.225905,-0.048836
1.410000,28.235900,-0.046180
1.410500,28.245895,-0.042075
1.411000,28.255890,-0.036650
1.411500,28.265885,-0.030072
1.412000,28.275880,-0.022548
1.412500,28.285875,-0.014312
1.413000,28.295870,-0.005623
1.413500,28.305865,0.003246
1.414000,28.315860,0.012016
1.414500,28.325855,0.020410
1.415000,28.335850,0.028163
1.415500,28.345845,0.035030
1.416000,28.355840,0.040793
1.416500,28.365835,0.045269
1.417000,28.375830,0.048314
1.417500,28.385825,0.049831
1.418000,28.395820,0.049770
1.418500,28.405815,0.048131
1.419000,28.415810,0.044966
1.419500,28.425805,0.040371
1.420000,28.435800,0.034493
1.420500,28.445795,0.027516
1.421000,28.455790,0.019662
1.421500,28.465785,0.011179
1.422000,28.475780,0.002337
1.422500,28.485775,-0.006583
1.423000,28.495770,-0.015296
1.423500,28.505765,-0.023523
1.424000,28.515760,-0.031002
1.424500,28.525755,-0.037493
1.425000,28.535750,-0.042786
1.425500,28.545745,-0.046712
1.426000,28.555740,-0.049143
1.426500,28.565735,-0.049999
1.427000,28.575730,-0.049252
1.427500,28.585725,-0.046923
1.428000,28.595720,-0.043087
1.428500,28.605715,-0.037864
1.429000,28.615710,-0.031421
1.429500,28.625705,-0.023965
1.430000,28.635700,-0.015734
1.430500,28.645695,-0.006993
1.431000,28.655690,0.001976
1.431500,28.665685,0.010885
1.432000,28.675680,0.019445
1.432500,28.685675,0.027380
1.433000,28.695670,0.034432
1.433500,28.705665,0.040371
1.434000,28.715660,0.045005
1.434500,28.725655,0.048182
1.435000,28.735650,0.049797
1.435500,28.745645,0.049796
1.436000,28.755640,0.048178
1.436500,28.765635,0.044993
1.437000,28.775630,0.040343
1.437500,28.785625,0.034379
1.438000,28.795620,0.027293
1.438500,28.805615,0.019315
1.439000,28.815610,0.010704
1.439500,28.825605,0.001741
1.440000,28.835600,-0.007283
1.440500,28.845595,-0.016071
1.441000,28.855590,-0.024336
1.441500,28.865585,-0.031808
1.442000,28.875580,-0.038241
1.442500,28.885575,-0.043423
1.443000,28.895570,-0.047182
1.443500,28.905565,-0.049393
1.444000,28.915560,-0.049984
1.444500,28.925555,-0.048931
1.445000,28.935550,-0.046269
1.445500,28.945545,-0.042084
1.446000,28.955540,-0.036511
1.446500,28.965535,-0.029732
1.447000,28.975530,-0.021971
1.447500,28.985525,-0.013482
1.448000,28.995520,-0.004545
1.448500,29.005515,0.004545
1.449000,29.015510,0.013489
1.449500,29.025505,0.021988
1.450000,29.035500,0.029763
1.450500,29.045495,0.036554
1.451000,29.055490,0.042135
1.451500,29.065485,0.046319
1.452000,29.075480,0.048967
1.452500,29.085475,0.049989
1.453000,29.095470,0.049349
1.453500,29.105465,0.047066
1.454000,29.115460,0.043215
1.454500,29.125455,0.037923
1.455000,29.135450,0.031365
1.455500,29.145445,0.023758
1.456000,29.155440,0.015355
1.456500,29.165435,0.006436
1.457000,29.175430,-0.002701
1.457500,29.185425,-0.011751
1.458000,29.195420,-0.020410
1.458500,29.205415,-0.028389
1.459000,29.215410,-0.035418
1.459500,29.225405,-0.041262
1.460000,29.235400,-0.045722
1.460500,29.245395,-0.048648
1.461000,29.255390,-0.049939
1.461500,29.265385,-0.049550
1.462000,29.275380,-0.047494
1.462500,29.285375,-0.043836
1.463000,29.295370,-0.038700
1.463500,29.305365,-0.032256
1.464000,29.315360,-0.024722
1.464500,29.325355,-0.016350
1.465000,29.335350,-0.007422
1.465500,29.345345,0.001760
1.466000,29.355340,0.010885
1.466500,29.365335,0.019645
1.467000,29.375330,0.027742
1.467500,29.385325,0.034900
1.468000,29.395320,0.040877
1.468500,29.405315,0.045467
1.469000,29.415310,0.048513
1.469500,29.425305,0.049911
1.470000,29.435300,0.049610
1.470500,29.445295,0.047620
1.471000,29.455290,0.044006
1.471500,29.465285,0.038890
1.472000,29.475280,0.032446
1.472500,29.485275,0.024891
1.473000,29.495270,0.016483
1.473500,29.505265,0.007509
1.474000,29.515260,-0.001725
1.474500,29.525255,-0.010904
1.475000,29.535250,-0.019711
1.475500,29.545245,-0.027846
1.476000,29.555240,-0.035028
1.476500,29.565235,-0.041010
1.477000,29.575230,-0.045585
1.477500,29.585225,-0.048594
1.478000,29.595220,-0.049933
1.478500,29.605215,-0.049552
1.479000,29.615210,-0.047465
1.479500,29.625205,-0.043741
1.480000,29.635200,-0.038506
1.480500,29.645195,-0.031941
1.481000,29.655190,-0.024270
1.481500,29.665185,-0.015758
1.482000,29.675180,-0.006698
1.482500,29.685175,0.002598
1.483000,29.695170,0.011806
1.483500,29.705165,0.020608
1.484000,29.715160,0.028698
1.484500,29.725155,0.035795
1.485000,29.735150,0.041651
1.485500,29.745145,0.046062
1.486000,29.755140,0.048873
1.486500,29.765135,0.049983
1.487000,29.775130,0.049354
1.487500,29.785125,0.047004
1.488000,29.795120,0.043015
1.488500,29.805115,0.037523
1.489000,29.815110,0.030720
1.489500,29.825105,0.022841
1.490000,29.835100,0.014161
1.490500,29.845095,0.004982
1.491000,29.855090,-0.004374
1.491500,29.865085,-0.013579
1.492000,29.875080,-0.022312
1.492500,29.885075,-0.030265
1.493000,29.895070,-0.037159
1.493500,29.905065,-0.042749
1.494000,29.915060,-0.046838
1.494500,29.925055,-0.049282
1.495000,29.935050,-0.049992
1.495500,29.945045,-0.048941
1.496000,29.955040,-0.046165
1.496500,29.965035,-0.041760
1.497000,29.975030,-0.035880
1.497500,29.985025,-0.028731
1.498000,29.995020,-0.020564
1.498500,30.005015,-0.011668
1.499000,30.015010,-0.002355
1.499500,30.025005,0.007044
1.500000,30.035000,0.016196
1.500500,30.044995,0.024777
1.501000,30.054990,0.032482
1.501500,30.064985,0.039036
1.502000,30.074980,0.044206
1.502500,30.084975,0.047806
1.503000,30.094970,0.049706
1.503500,30.104965,0.049838
1.504000,30.114960,0.048195
1.504500,30.124955,0.044833
1.505000,30.134950,0.039871
1.505500,30.144945,0.033484
1.506000,30.154940,0.025900
1.506500,30.164935,0.017387
1.507000,30.174930,0.008250
1.507500,30.184925,-0.001186
1.508000,30.194920,-0.010582
1.508500,30.204915,-0.019602
1.509000,30.214910,-0.027922
1.509500,30.224905,-0.035243
1.510000,30.234900,-0.041301
1.510500,30.244895,-0.045877
1.511000,30.254890,-0.048805
1.511500,30.264885,-0.049979
1.512000,30.274880,-0.049354
1.512500,30.284875,-0.046950
1.513000,30.294870,-0.042854
1.513500,30.304865,-0.037210
1.514000,30.314860,-0.030222
1.514500,30.324855,-0.022140
1.515000,30.334850,-0.013255
1.515500,30.344845,-0.003888
1.516000,30.354840,0.005623
1.516500,30.364835,0.014934
1.517000,30.374830,0.023706
1.517500,30.384825,0.031622
1.518000,30.394820,0.038393
1.518500,30.404815,0.043772
1.519000,30.414810,0.047562
1.519500,30.424805,0.049625
1.520000,30.434800,0.049883
1.520500,30.444795,0.048325
1.521000,30.454790,0.045007
1.521500,30.464785,0.040046
1.522000,30.474780,0.033624
1.522500,30.484775,0.025972
1.523000,30.494770,0.017369
1.523500,30.504765,0.008129
1.524000,30.514760,-0.001412
1.524500,30.524755,-0.010904
1.525000,30.534750,-0.020000
1.525500,30.544745,-0.028366
1.526000,30.554740,-0.035694
1.526500,30.564735,-0.041716
1.527000,30.574730,-0.046208
1.527500,30.584725,-0.049003
1.528000,30.594720,-0.049998
1.528500,30.604715,-0.049155
1.529000,30.614710,-0.046501
1.529500,30.624705,-0.042134
1.530000,30.634700,-0.036213
1.530500,30.644695,-0.028954
1.531000,30.654690,-0.020624
1.531500,30.664685,-0.011530
1.532000,30.674680,-0.002007
1.532500,30.684675,0.007593
1.533000,30.694670,0.016916
1.533500,30.704665,0.025615
1.534000,30.714660,0.033368
1.534500,30.724655,0.039887
1.535000,30.734650,0.044927
1.535500,30.744645,0.048302
1.536000,30.754640,0.049883
1.536500,30.764635,0.049611
1.537000,30.774630,0.047494
1.537500,30.784625,0.043608
1.538000,30.794620,0.038097
1.538500,30.804615,0.031164
1.539000,30.814610,0.023067
1.539500,30.824605,0.014107
1.540000,30.834600,0.004617
1.540500,30.844595,-0.005049
1.541000,30.854590,-0.014529
1.541500,30.864585,-0.023468
1.542000,30.874580,-0.031532
1.542500,30.884575,-0.038417
1.543000,30.894570,-0.043864
1.543500,30.904565,-0.047668
1.544000,30.914560,-0.049683
1.544500,30.924555,-0.049834
1.545000,30.934550,-0.048112
1.545500,30.944545,-0.044580
1.546000,30.954540,-0.039369
1.546500,30.964535,-0.032674
1.547000,30.974530,-0.024746
1.547500,30.984525,-0.015883
1.548000,30.994520,-0.006417
1.548500,31.004515,0.003294
1.549000,31.014510,0.012883
1.549500,31.024505,0.021989
1.550000,31.034500,0.030265
1.550500,31.044495,0.037399
1.551000,31.054490,0.043119
1.551500,31.064485,0.047207
1.552000,31.074480,0.049505
1.552500,31.084475,0.049926
1.553000,31.094470,0.048452
1.553500,31.104465,0.045136
1.554000,31.114460,0.040103
1.554500,31.124455,0.033542
1.555000,31.134450,0.025703
1.555500,31.144445,0.016882
1.556000,31.154440,0.007415
1.556500,31.164435,-0.002337
1.557000,31.174430,-0.012004
1.557500,31.184425,-0.021216
1.558000,31.194420,-0.029619
1.558500,31.204415,-0.036893
1.559000,31.214410,-0.042757
1.559500,31.224405,-0.046986
1.560000,31.234400,-0.049417
1.560500,31.244395,-0.049953
1.561000,31.254390,-0.048574
1.561500,31.264385,-0.045330
1.562000,31.274380,-0.040343
1.562500,31.284375,-0.033805
1.563000,31.294370,-0.025964
1.563500,31.304365,-0.017122
1.564000,31.314360,-0.007617
1.564500,31.324355,0.002184
1.565000,31.334350,0.011904
1.565500,31.344345,0.021167
1.566000,31.354340,0.029617
1.566500,31.364335,0.036925
1.567000,31.374330,0.042808
1.567500,31.384325,0.047037
1.568000,31.394320,0.049446
1.568500,31.404315,0.049942
1.569000,31.414310,0.048502
1.569500,31.424305,0.045181
1.570000,31.434300,0.040106
1.570500,31.444295,0.033472
1.571000,31.454290,0.025536
1.571500,31.464285,0.016604
1.572000,31.474280,0.007024
1.572500,31.484275,-0.002833
1.573000,31.494270,-0.012583
1.573500,31.504265,-0.021845
1.574000,31.514260,-0.030258
1.574500,31.524255,-0.037493
1.575000,31.534250,-0.043266
1.575500,31.544245,-0.047351
1.576000,31.554240,-0.049585
1.576500,31.564235,-0.049880
1.577000,31.574230,-0.048223
1.577500,31.584225,-0.044676
1.578000,31.594220,-0.039377
1.578500,31.604215,-0.032531
1.579000,31.614210,-0.024407
1.579500,31.624205,-0.015322
1.580000,31.634200,-0.005632
1.580500,31.644195,0.004283
1.581000,31.654190,0.014032
1.581500,31.664185,0.023232
1.582000,31.674180,0.031520
1.582500,31.684175,0.038567
1.583000,31.694170,0.044095
1.583500,31.704165,0.047885
1.584000,31.714160,0.049785
1.584500,31.724155,0.049718
1.585000,31.734150,0.047684
1.585500,31.744145,0.043763
1.586000,31.754140,0.038109
1.586500,31.764135,0.030942
1.587000,31.774130,0.022547
1.587500,31.784125,0.013255
1.588000,31.794120,0.003433
1.588500,31.804115,-0.006527
1.589000,31.814110,-0.016232
1.589500,31.824105,-0.025294
1.590000,31.834100,-0.033352
1.590500,31.844095,-0.040085
1.591000,31.854090,-0.045222
1.591500,31.864085,-0.048559
1.592000,31.874080,-0.049959
1.592500,31.884075,-0.049365
1.593000,31.894070,-0.046800
1.593500,31.904065,-0.042363
1.594000,31.914060,-0.036230
1.594500,31.924055,-0.028646
1.595000,31.934050,-0.019912
1.595500,31.944045,-0.010378
1.596000,31.954040,-0.000425
1.596500,31.964035,0.009549
1.597000,31.974030,0.019142
1.597500,31.984025,0.027969
1.598000,31.994020,0.035675
1.598500,32.004015,0.041948
1.599000,32.014010,0.046535
1.599500,32.024005,0.049250
1.600000,32.034000,0.049981
1.600500,32.043995,0.048697
1.601000,32.053990,0.045448
1.601500,32.063985,0.040364
1.602000,32.073980,0.033647
1.602500,32.083975,0.025568
1.603000,32.093970,0.016453
1.603500,32.103965,0.006669
1.604000,32.113960,-0.003388
1.604500,32.123955,-0.013311
1.605000,32.133950,-0.022697
1.605500,32.143945,-0.031165
1.606000,32.153940,-0.038371
1.606500,32.163935,-0.044020
1.607000,32.173930,-0.047882
1.607500,32.183925,-0.049797
1.608000,32.193920,-0.049687
1.608500,32.203915,-0.047553
1.609000,32.213910,-0.043481
1.609500,32.223905,-0.037635
1.610000,32.233900,-0.030252
1.610500,32.243895,-0.021631
1.611000,32.253890,-0.012125
1.611500,32.263885,-0.002120
1.612000,32.273880,0.007975
1.612500,32.283875,0.017747
1.613000,32.293870,0.026795
1.613500,32.303865,0.034747
1.614000,32.313860,0.041278
1.614500,32.323855,0.046117
1.615000,32.333850,0.049065
1.615500,32.343845,0.049998
1.616000,32.353840,0.048876
1.616500,32.363835,0.045744
1.617000,32.373830,0.040729
1.617500,32.383825,0.034035
1.618000,32.393820,0.025937
1.618500,32.403815,0.016767
1.619000,32.413810,0.006902
1.619500,32.423805,-0.003250
1.620000,32.433800,-0.013271
1.620500,32.443795,-0.022747
1.621000,32.453790,-0.031285
1.621500,32.463785,-0.038531
1.622000,32.473780,-0.044184
1.622500,32.483775,-0.048008
1.623000,32.493770,-0.049843
1.623500,32.503765,-0.049611
1.624000,32.513760,-0.047320
1.624500,32.523755,-0.043063
1.625000,32.533750,-0.037015
1.625500,32.543745,-0.029425
1.626000,32.553740,-0.020610
1.626500,32.563735,-0.010933
1.627000,32.573730,-0.000798
1.627500,32.583725,0.009373
1.628000,32.593720,0.019156
1.628500,32.603715,0.028143
1.629000,32.613710,0.035957
1.629500,32.623705,0.042271
1.630000,32.633700,0.046820
1.630500,32.643695,0.049411
1.631000,32.653690,0.049934
1.631500,32.663685,0.048366
1.632000,32.673680,0.044770
1.632500,32.683675,0.039295
1.633000,32.693670,0.032170
1.633500,32.703665,0.023691
1.634000,32.713660,0.014215
1.634500,32.723655,0.004138
1.635000,32.733650,-0.006116
1.635500,32.743645,-0.016116
1.636000,32.753640,-0.025440
1.636500,32.763635,-0.033694
1.637000,32.773630,-0.040531
1.637500,32.783625,-0.045658
1.638000,32.793620,-0.048860
1.638500,32.803615,-0.049998
1.639000,32.813610,-0.049023
1.639500,32.823605,-0.045975
1.640000,32.833600,-0.040979
1.640500,32.843595,-0.034246
1.641000,32.853590,-0.026060
1.641500,32.863585,-0.016767
1.642000,32.873580,-0.006759
1.642500,32.883575,0.003538
1.643000,32.893570,0.013689
1.643500,32.903565,0.023260
1.644000,32.913560,0.031845
1.644500,32.923555,0.039078
1.645000,32.933550,0.044648
1.645500,32.943545,0.048318
1.646000,32.953540,0.049929
1.646500,32.963535,0.049411
1.647000,32.973530,0.046783
1.647500,32.983525,0.042156
1.648000,32.993520,0.035726
1.648500,33.003515,0.027767
1.649000,33.013510,0.018617
1.649500,33.023505,0.008667
1.650000,33.033500,-0.001657
1.650500,33.043495,-0.011913
1.651000,33.053490,-0.021661
1.651500,33.063485,-0.030483
1.652000,33.073480,-0.037998
1.652500,33.083475,-0.043882
1.653000,33.093470,-0.047882
1.653500,33.103465,-0.049822
1.654000,33.113460,-0.049619
1.654500,33.123455,-0.047278
1.655000,33.133450,-0.042899
1.655500,33.143445,-0.036668
1.656000,33.153440,-0.028854
1.656500,33.163435,-0.019791
1.657000,33.173430,-0.009870
1.657500,33.183425,0.000480
1.658000,33.193420,0.010812
1.658500,33.203415,0.020680
1.659000,33.213410,0.029655
1.659500,33.223405,0.037347
1.660000,33.233400,0.043423
1.660500,33.243395,0.047616
1.661000,33.253390,0.049744
1.661500,33.263385,0.049711
1.662000,33.273380,0.047518
1.662500,33.283375,0.043258
1.663000,33.293370,0.037114
1.663500,33.303365,0.029352
1.664000,33.313360,0.020309
1.664500,33.323355,0.010378
1.665000,33.333350,-0.000009
1.665500,33.343345,-0.010398
1.666000,33.353340,-0.020336
1.666500,33.363335,-0.029389
1.667000,33.373330,-0.037159
