# Joint1, Joint2, Joint3, Joint4, Joint5, Joint6
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000
50000.000000,50000.000000,243.818850,  0.000000,-951.846847,  0.000000
50000.000000,50000.000000,243.521850,  0.000000,-951.728482,  0.000000
50000.000000,50000.000000,242.566830,  0.000000,-951.493089,  0.000000
50000.000000,50000.000000,240.896048,  0.000000,-951.261690,  0.000000
50000.000000,50000.000000,238.523544,  0.000000,-951.035562,  0.000000
50000.000000,50000.000000,235.465800,  0.000000,-950.814600,  0.000000
50000.000000,50000.000000,231.741139,  0.000000,-950.598686,  0.000000
50000.000000,50000.000000,227.369642,  0.000000,-950.387705,  0.000000
50000.000000,50000.000000,222.373071,  0.000000,-950.181545,  0.000000
50000.000000,50000.000000,216.774773,  0.000000,-949.980094,  0.000000
50000.000000,50000.000000,210.599593,  0.000000,-949.783246,  0.000000
50000.000000,50000.000000,203.873780,  0.000000,-949.590896,  0.000000
50000.000000,50000.000000,196.624887,  0.000000,-949.402940,  0.000000
50000.000000,50000.000000,188.881672,  0.000000,-949.219278,  0.000000
50000.000000,50000.000000,180.673994,  0.000000,-949.039813,  0.000000
50000.000000,50000.000000,172.032712,  0.000000,-948.864448,  0.000000
50000.000000,50000.000000,162.989577,  0.000000,-948.693089,  0.000000
50000.000000,50000.000000,153.577121,  0.000000,-948.525645,  0.000000
50000.000000,50000.000000,143.828558,  0.000000,-948.362027,  0.000351
50000.000000,50000.000000,133.777664,  0.000000,-948.202147,  0.001402
50000.000000,50000.000000,123.458676,  0.000000,-948.045919,  0.003501
50000.000000,50000.000000,112.906181,  0.000000,-947.893261,  0.006990
50000.000000,50000.000000,102.155006,  0.000000,-947.744091,  0.012201
50000.000000,50000.000000, 91.240111,  0.000000,-947.598329,  0.019458
50000.000000,50000.000000, 80.196479,  0.000000,-947.455897,  0.029069
50000.000000,50000.000000, 69.059020,  0.000000,-947.316719,  0.041329
50000.000000,50000.000000, 57.862456,  0.000000,-947.180721,  0.056515
50000.000000,50000.000000, 46.641221,  0.000000,-947.047831,  0.074884
50000.000000,50000.000000, 35.429371,  0.000000,-946.917976,  0.096673
