x,y
5.0431,3.086
100,2.4765
99.9901,2.4765
99.9901,2.4765
99.9901,2.4765
99.9703,2.4765
99.9703,2.4765
99.9802,2.4765
99.9802,2.4765
99.9703,2.4765
99.9802,2.4765
99.9703,2.4765
99.9802,2.4765
99.9901,2.4765
99.9703,2.4765
99.9802,2.4765
99.9901,2.4765
99.9703,2.4765
99.9802,2.4765
99.9901,2.4765
