x,y
5.0431,0.38284144744127246
5.043905981994613,0.38273702061179904
8.001999999999999,0.1696823647743848
8.3725,0.15620665548486912
11.2415,0.0892412974222303
11.6025,0.08381671340042374
14.519,0.052859069206064646
14.8705,0.05024310430660606
17.8155,0.03382678697997221
18.186,0.0322872592865302
21.226,0.022435096087235706
21.948,0.02064250360765385
42.1735,0.0010775177093513832
42.1735,0.0010775177093513832
42.1735,0.0010775177093513832
42.4395,0.0009882716256619517
41.518,0.0013098572127532293
42.506,0.0009663994011539501
42.582,0.0009416147876706304
41.8315,0.0011964894973672813
14.9085,0.04996832590701672
15.5545,0.045619448019156295
18.566000000000003,0.030799252048300474
19.7345,0.026727797909817497
22.1665,0.02013618847280796
22.7935,0.01874833232293227
23.981,0.016393096533402485
9.864,0.11501381919010001
24.38,0.015676699697849017
41.5085,0.0013133765035853173
42.563,0.0009478078806139933
42.6485,0.000920130708383482
41.86,0.001186408034758557
41.537,0.0013028845842519843
41.6605,0.0012578244300449626
41.4515,0.0013344661962513271
42.6295,0.000926256692803662
42.6865,0.0009079205620636799
42.677,0.0009109678791254794
42.7435,0.0008897094997273314
41.727,0.0012338317236881835
41.442,0.0013379949115162049
42.734,0.0008927360218500269
42.791,0.000874628635575192
42.7815,0.000877637919781904
42.848,0.0008566450075626619
41.6035,0.0012785399451473722
41.4325,0.0013415275703110296
42.8385,0.0008596337145512223
42.886,0.0008447243268783211
