x,y
10.852894160334,0.0985
10.853189689886955,0.0985
42.945706,0.0985
92.970703,0.0985
99.720028,0.0985
0.269974,0.083
0.01,1.5655000000000001
11.418859,0.0985
9.439056999999998,0.0985
13.128688,0.0985
7.3892619999999996,0.0985
5.929408,0.0985
4.679532999999999,0.0985
3.6296379999999995,0.0985
2.759725,0.099
13.478653,0.0985
1.999801,0.099
1.439857,0.099
0.9899019999999998,0.0995
0.329968,0.0935
4.039597,0.0985
5.619439,0.0985
11.018899,0.0985
10.009,0.0985
13.138687,0.0985
13.528647999999999,0.0985
0.279973,0.0855
11.918809,0.0985
0.6599349999999999,0.1005
6.199381,0.0985
7.639237,0.0985
12.938706999999999,0.0985
0.199981,0.049
2.8697139999999997,0.099
9.749025999999999,0.0985
13.258675,0.0985
0.139987,0.0305
4.829518,0.0985
7.199280999999999,0.0985
1.8698139999999999,0.099
7.859214999999999,0.0985
11.558845,0.0985
12.118789,0.0985
0.149986,0.0275
2.349766,0.099
8.139187,0.0985
12.968703999999999,0.0985
13.538647,0.0985
0.149986,0.0275
7.399261,0.0985
