x,y
0.0,0.0985
0.0005910011820023641,-0.857
0.0001,-0.845
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
0.0001,-0.8765000000000001
