x,y
5.0431,0.38284144744127246
36.654784383074926,0.0034418246055452073
36.937,0.0032922428873618514
37.531,0.0029947124787774726
42.3028,0.0010493001282725345
45.3322,0.0001509750419437239
47.6191,-0.0004048520208286277
45.9559,-5.035158959998398e-06
45.9361,1.879345141730937e-07
45.9361,1.879345141730937e-07
45.9361,1.8793451062038002e-07
45.946,-2.425047160414806e-06
45.9361,1.8793450706766635e-07
45.9361,1.8793450706766635e-07
45.9361,1.8793450351495267e-07
45.9361,1.8793450351495267e-07
45.9361,1.87934499962239e-07
45.9361,1.87934499962239e-07
45.9361,1.879344964095253e-07
45.9262,2.8037887354059876e-06
