x,y
0.10694728820868,0.0985
0.10753828939068237,0.0985
49.26000148,0.1165
0.10509978999999998,0.0985
0.0001,-0.514
0.0500999,1.328
0.12509974999999998,-0.2215
0.015099969999999999,-0.8765000000000001
0.12009976,0.0195
0.12009976,0.0195
0.12009976,0.0195
0.12009976,0.0195
0.11509976999999999,1.054
0.12009976,0.0195
0.12009976,0.0195
0.10509978999999998,-0.8765000000000001
49.26000148,1.7650000000000001
0.12009976,0.019
0.12009976,0.0195
0.12009976,0.0195
0.12009976,0.0195
0.12009976,0.0195
0.12009976,0.0195
0.12509974999999998,-0.2215
0.12009976,0.0195
0.12009976,0.0195
0.12009976,0.0195
0.12009976,0.0195
0.12009976,0.0195
0.12009976,0.0195
0.12009976,0.0195
0.12009976,0.0195
0.12009976,0.0195
0.12009976,0.0195
0.12009976,0.0195
0.12509974999999998,-0.2215
0.12009976,0.0195
0.12009976,0.0195
0.12009976,0.0195
0.12009976,0.0195
0.0001,-0.7095
0.12009976,0.995
0.12509974999999998,-0.2215
0.10509978999999998,-0.8765000000000001
0.015099969999999999,-0.8765000000000001
0.12509974999999998,-0.2215
0.11509976999999999,1.0485
0.12509974999999998,-0.2215
0.0001,1.409
0.0001,1.7650000000000001
