x,y
5.0431,0.0985
5.043395529552956,0.0985
37.20628,0.013000000000000001
39.566044,0.012
39.396060999999996,0.012
39.486051999999994,0.012
44.095591,0.011
43.465653999999994,0.011
51.714828999999995,0.009000000000000001
52.134786999999996,0.009000000000000001
26.677332999999997,0.018000000000000002
26.337367,0.0185
54.624538,0.0085
55.08449199999999,0.0085
23.347666,0.021
22.777722999999998,0.021500000000000002
58.46415399999999,0.008
58.56414399999999,0.008
20.487952,0.024
19.828018,0.0245
62.50375,0.0075
62.513749,0.0075
17.668234,0.028
16.978303,0.029
62.50375,0.0075
17.578243,0.028
16.478353000000002,0.03
15.838416999999998,0.031
54.874513,0.0085
50.514948999999994,0.0095
62.513749,0.0075
12.288771999999998,0.04
58.514148999999996,0.008
36.736326999999996,0.013000000000000001
56.10439,0.0085
27.127288000000004,0.018000000000000002
35.426458,0.0135
57.494251,0.008
45.955405,0.0105
57.884212,0.008
27.427258,0.0175
28.317169000000003,0.017
16.658335,0.029500000000000002
57.644236,0.008
16.138387,0.0305
15.268474,0.032
15.198481,0.0325
40.645936,0.012
29.967004,0.016
46.255375,0.0105
