# Joint1, Joint2, Joint3, Joint4, Joint5, Joint6
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000
 90.000000, 52.839001,  0.114000,  0.000000,-52.952999,  0.000000
 89.994771, 52.834891,  0.113915,  0.000000,-52.949890,  0.000000
 89.973897, 52.818470,  0.113576,  0.000000,-52.937490,  0.000000
 89.932318, 52.785705,  0.112900,  0.000000,-52.912830,  0.000000
 89.870326, 52.736731,  0.111894,  0.000000,-52.876153,  0.000000
 89.788254, 52.671700,  0.110566,  0.000000,-52.827733,  0.000000
 89.686428, 52.590766,  0.108923,  0.000000,-52.767838,  0.000000
 89.565169, 52.494076,  0.106974,  0.000000,-52.696732,  0.000000
 89.424794, 52.381782,  0.104730,  0.000000,-52.614669,  0.000000
 89.265614, 52.254029,  0.102200,  0.000000,-52.521901,  0.000000
 89.087935, 52.110963,  0.099398,  0.000000,-52.418671,  0.000000
 88.892057, 51.952730,  0.096334,  0.000000,-52.305219,  0.000000
 88.678277, 51.779473,  0.093021,  0.000000,-52.181779,  0.000000
 88.446886, 51.591334,  0.089473,  0.000000,-52.048578,  0.000000
 88.198170, 51.388452,  0.085704,  0.000000,-51.905839,  0.000000
 87.932412, 51.170967,  0.081727,  0.000000,-51.753782,  0.000000
 87.649888, 50.939018,  0.077557,  0.000000,-51.592617,  0.000000
 87.350872, 50.692741,  0.073210,  0.000000,-51.422554,  0.000000
 87.035633, 50.432271,  0.068701,  0.000000,-51.243796,  0.000001
 86.704436, 50.157741,  0.064046,  0.000000,-51.056541,  0.000005
 86.357541, 49.869286,  0.059260,  0.000000,-50.860983,  0.000012
 85.995207, 49.567036,  0.054359,  0.000000,-50.657313,  0.000024
 85.617684, 49.251122,  0.049361,  0.000000,-50.445715,  0.000042
 85.225222, 48.921673,  0.044281,  0.000000,-50.226372,  0.000067
 84.818065, 48.578816,  0.039135,  0.000000,-49.999458,  0.000100
 84.396452, 48.222678,  0.033941,  0.000000,-49.765149,  0.000142
 83.960622, 47.853385,  0.028714,  0.000000,-49.523612,  0.000194
 83.510806, 47.471061,  0.023470,  0.000000,-49.275012,  0.000257
 83.047234, 47.075829,  0.018225,  0.000000,-49.019512,  0.000331
 82.570130, 46.667810,  0.012996,  0.000000,-48.757268,  0.000419
 82.079717, 46.247126,  0.007797,  0.000000,-48.488435,  0.000519
 81.576211, 45.813897,  0.002644,  0.000000,-48.213164,  0.000633
 81.059829, 45.368240, -0.002448,  0.000000,-47.931601,  0.000761
 80.530780, 44.910273, -0.007465,  0.000000,-47.643890,  0.000904
 79.989272, 44.440112, -0.012393,  0.000000,-47.350172,  0.001061
 79.435510, 43.957872, -0.017217,  0.000000,-47.050583,  0.001234
 78.869694, 43.463669, -0.021926,  0.000000,-46.745259,  0.001422
 78.292023, 42.957613, -0.026506,  0.000000,-46.434329,  0.001625
 77.702690, 42.439818, -0.030946,  0.000000,-46.117923,  0.001844
 77.101887, 41.910395, -0.035233,  0.000000,-45.796165,  0.002078
 76.489802, 41.369452, -0.039357,  0.000000,-45.469178,  0.002326
 75.866620, 40.817100, -0.043308,  0.000000,-45.137080,  0.002589
 75.232524, 40.253445, -0.047076,  0.000000,-44.799989,  0.002866
 74.587693, 39.678594, -0.050653,  0.000000,-44.458019,  0.003157
 73.932303, 39.092654, -0.054030,  0.000000,-44.111281,  0.003462
 73.266528, 38.495728, -0.057199,  0.000000,-43.759885,  0.003779
 72.590538, 37.887921, -0.060154,  0.000000,-43.403936,  0.004108
 71.904502, 37.269336, -0.062890,  0.000000,-43.043538,  0.004448
 71.208584, 36.640073, -0.065400,  0.000000,-42.678794,  0.004800
 70.502947, 36.000235, -0.067680,  0.000000,-42.309802,  0.005161
 69.787752, 35.349921, -0.069726,  0.000000,-41.936660,  0.005532
 69.063155, 34.689229, -0.071536,  0.000000,-41.559463,  0.005911
 68.329311, 34.018259, -0.073106,  0.000000,-41.178302,  0.006297
 67.586373, 33.337106, -0.074437,  0.000000,-40.793269,  0.006691
 66.834490, 32.645867, -0.075526,  0.000000,-40.404452,  0.007090
 66.073811, 31.944638, -0.076373,  0.000000,-40.011938,  0.007495
 65.304479, 31.233513, -0.076981,  0.000000,-39.615811,  0.007904
 64.526638, 30.512584, -0.077349,  0.000000,-39.216153,  0.008317
 63.740429, 29.781946, -0.077480, -0.000000,-38.813045,  0.008733
 62.945988, 29.041689, -0.077376, -0.000000,-38.406566,  0.009151
 62.143453, 28.291905, -0.077042, -0.000000,-37.996793,  0.009571
 61.332957, 27.532683, -0.076482, -0.000000,-37.583801,  0.009991
 60.514632, 26.764112, -0.075699, -0.000000,-37.167664,  0.010412
 59.688606, 25.986282, -0.074700, -0.000000,-36.748453,  0.010833
 58.855008, 25.199278, -0.073490, -0.000000,-36.326240,  0.011253
 58.013963, 24.403189, -0.072077, -0.000000,-35.901091,  0.011671
