# Joint1, Joint2, Joint3, Joint4, Joint5, Joint6
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000
  0.006032,  0.000000,  0.000000,  0.000000,  0.000000,  0.009573
  0.024058,  0.000000,  0.000000,  0.000000,  0.000000,  0.038112
  0.059920,  0.000000,  0.000000,  0.000000,  0.000000,  0.094679
  0.119272,  0.000000,  0.000000,  0.000000,  0.000000,  0.187868
  0.207600,  0.000000,  0.000000,  0.000000,  0.000000,  0.325822
  0.330153,  0.000000,  0.000000,  0.000000,  0.000000,  0.516109
  0.491950,  0.000000, -0.000003,  0.000000,  0.000000,  0.765721
  0.697741,  0.000004, -0.000006,  0.000000,  0.000008,  1.081005
  0.952001,  0.000008, -0.000009,  0.000000,  0.000008,  1.467650
  1.258890,  0.000012, -0.000018,  0.000000,  0.000016,  1.930621
  1.622260,  0.000023, -0.000029,  0.000000,  0.000032,  2.474176
  2.045616,  0.000038, -0.000047,  0.000000,  0.000056,  3.101804
  2.532126,  0.000057, -0.000076,  0.000000,  0.000087,  3.816261
  3.084585,  0.000088, -0.000113,  0.000000,  0.000125,  4.619515
  3.705437,  0.000129, -0.000165,  0.000000,  0.000186,  5.512806
  4.396726,  0.000186, -0.000239,  0.000000,  0.000261,  6.496580
  5.160130,  0.000261, -0.000336,  0.000000,  0.000366,  7.570573
  5.996933,  0.000358, -0.000460,  0.000000,  0.000500,  8.733784
  6.908035,  0.000484, -0.000627,  0.000000,  0.000676,  9.984521
  7.893944,  0.000646, -0.000837,  0.000000,  0.000903, 11.320417
  8.954795,  0.000852, -0.001102,  0.000000,  0.001184, 12.738485
 10.090318,  0.001112, -0.001432,  0.000000,  0.001542, 14.235119
 11.299897,  0.001428, -0.001844,  0.000000,  0.001973, 15.806167
 12.582534,  0.001819, -0.002343,  0.000000,  0.002496, 17.446994
 13.936873,  0.002290, -0.002955,  0.000000,  0.003132, 19.152475
 15.361214,  0.002858, -0.003688,  0.000000,  0.003889, 20.917083
 16.853536,  0.003541, -0.004568,  0.000000,  0.004792, 22.734958
 18.411487,  0.004354, -0.005615,  0.000000,  0.005857, 24.599922
 20.032416,  0.005308, -0.006851,  0.000000,  0.007113, 26.505559
 21.713392,  0.006431, -0.008298,  0.000000,  0.008565, 28.445273
 23.451217,  0.007740, -0.009993,  0.000000,  0.010262, 30.412344
 25.242445,  0.009261, -0.011959,  0.000000,  0.012213, 32.399973
 27.083404,  0.011020, -0.014232,  0.000000,  0.014447, 34.401357
 28.970218,  0.013042, -0.016850,  0.000000,  0.017007, 36.409725
 30.898831,  0.015358, -0.019848,  0.000000,  0.019917, 38.418412
 32.865029,  0.017998, -0.023271,  0.000000,  0.023205, 40.420897
 34.864452,  0.020996, -0.027159,  0.000000,  0.026914, 42.410842
 36.892644,  0.024391, -0.031565,  0.000000,  0.031081, 44.382176
 38.945049,  0.028220, -0.036538,  0.000000,  0.035746, 46.329099
 41.017053,  0.032522, -0.042130,  0.000000,  0.040948, 48.246146
 43.104000,  0.037345, -0.048399, -0.000006,  0.046725, 50.128208
 45.201215,  0.042728, -0.055411, -0.000006,  0.053129, 51.970581
 47.304043,  0.048725, -0.063227, -0.000006,  0.060205, 53.768978
 49.407850,  0.055386, -0.071914, -0.000006,  0.067993, 55.519575
 51.508062,  0.062758, -0.081546, -0.000005,  0.076557, 57.219007
 53.600173,  0.070911, -0.092200, -0.000005,  0.085932, 58.864417
 55.679790,  0.079888, -0.103953, -0.000005,  0.096185, 60.453416
 57.742630,  0.089763, -0.116891, -0.000005,  0.107358, 61.984162
 59.784551,  0.100592, -0.131099, -0.000004,  0.119504, 63.455302
 61.801579,  0.112447, -0.146670, -0.000004,  0.132697, 64.865987
 63.789903,  0.125397, -0.163698, -0.000004,  0.146970, 66.215907
 65.745916,  0.139508, -0.182283, -0.000003,  0.162403, 67.505208
 67.666222,  0.154862, -0.202531, -0.000003,  0.179043, 68.734556
 69.547641,  0.171535, -0.224546, -0.000002,  0.196949, 69.905068
 71.387240,  0.189605, -0.248443, -0.000002,  0.216195, 71.018322
 73.182328,  0.209159, -0.274337, -0.000002,  0.236831, 72.076311
 74.930475,  0.230277, -0.302349, -0.000001,  0.258925, 73.081431
 76.629527,  0.253051, -0.332601, -0.000001,  0.282545, 74.036469
 78.277595,  0.277569, -0.365225, -0.000006,  0.307746, 74.944525
 79.873080,  0.303922, -0.400348, -0.000006,  0.334601, 75.809030
 81.414664,  0.332215, -0.438114, -0.000005,  0.363171, 76.633678
 82.901325,  0.362537, -0.478662, -0.000005,  0.393534, 77.422410
 84.332328,  0.394991, -0.522133, -0.000004,  0.425742, 78.179361
 85.707230,  0.429681, -0.568679, -0.000004,  0.459867, 78.908838
 87.025877,  0.466711, -0.618457, -0.000003,  0.495985, 79.615265
 88.288399,  0.506185, -0.671618, -0.000002,  0.534151, 80.303151
 89.495208,  0.548217, -0.728328, -0.000002,  0.574447, 80.977065
 90.647003,  0.592919, -0.788750, -0.000001,  0.616940, 81.641566
 91.744734,  0.640399, -0.853053, -0.000000,  0.661693, 82.301212
 92.789629,  0.690779, -0.921413,  0.000000,  0.708781, 82.960476
 93.783160,  0.744168, -0.994008, -0.000005,  0.758270, 83.623739
 94.727033,  0.800696, -1.071012, -0.000004,  0.810235, 84.295259
 95.623195,  0.860474, -1.152615, -0.000004,  0.864749, 84.979135
 96.473801,  0.923627, -1.239003, -0.000003,  0.921884, 85.679246
 97.281214,  0.990283, -1.330370, -0.000002,  0.981710, 86.399279
 98.047984,  1.060564, -1.426907, -0.000001,  1.044295, 87.142677
 98.776823,  1.134599, -1.528816, -0.000001,  1.109719, 87.912594
 99.470617,  1.212514, -1.636300,  0.000000,  1.178051, 88.711930
100.132374,  1.294445, -1.749558, -0.000005,  1.249380, 89.543249
100.765246,  1.380514, -1.868805, -0.000004,  1.323757, 90.408834
101.372461,  1.470862, -1.994252, -0.000003,  1.401275, 91.310607
101.957366,  1.565617, -2.126111, -0.000002,  1.482000, 92.250169
102.523358,  1.664918, -2.264598, -0.000002,  1.566027, 93.228783
103.073894,  1.768896, -2.409938, -0.000001,  1.653408, 94.247359
103.612452,  1.877686, -2.562353,  0.000000,  1.744246, 95.306478
104.142543,  1.991433, -2.722069, -0.000005,  1.838601, 96.406359
104.667664,  2.110271, -2.889314, -0.000004,  1.936575, 97.546904
105.191293,  2.234340, -3.064320, -0.000003,  2.038230, 98.727678
105.716869,  2.363775, -3.247320, -0.000002,  2.143656, 99.947932
106.247779,  2.498723, -3.438550, -0.000001,  2.252935,101.206617
106.787344,  2.639323, -3.638254, -0.000000,  2.366158,102.502403
107.338787,  2.785715, -3.846666, -0.000005,  2.483412,103.833675
107.905230,  2.938043, -4.064036, -0.000004,  2.604770,105.198577
108.489688,  3.096445, -4.290603, -0.000003,  2.730334,106.595013
109.095044,  3.261073, -4.526617, -0.000002,  2.860194,108.020689
109.724020,  3.432064, -4.772329, -0.000001,  2.994438,109.473127
110.379205,  3.609565, -5.027987, -0.000006,  3.133157,110.949672
111.063011,  3.793717, -5.293849, -0.000005,  3.276443,112.447549
111.777675,  3.984672, -5.570167, -0.000004,  3.424394,113.963867
112.525243,  4.182570, -5.857200, -0.000003,  3.577107,115.495641
113.307569,  4.387558, -6.155202, -0.000001,  3.734689,117.039838
114.126318,  4.599787, -6.464442, -0.000006,  3.897227,118.593385
114.982938,  4.819397, -6.785173, -0.000005,  4.064828,120.153209
115.878663,  5.046536, -7.117661, -0.000004,  4.237594,121.716240
116.814516,  5.281355, -7.462175, -0.000002,  4.415625,123.279460
117.791306,  5.524004, -7.818976, -0.000007,  4.599034,124.839915
118.809625,  5.774625, -8.188336, -0.000006,  4.787928,126.394743
119.869830,  6.033371, -8.570523, -0.000004,  4.982403,127.941173
120.972082,  6.300394, -8.965805, -0.000003,  5.182587,129.476574
122.116309,  6.575838, -9.374459, -0.000007,  5.388577,130.998452
123.302242,  6.859858, -9.796755, -0.000006,  5.600495,132.504497
124.529383,  7.152606,-10.232969, -0.000004,  5.818453,133.992547
125.797049,  7.454235,-10.683375, -0.000003,  6.042562,135.460655
127.104348,  7.764893,-11.148254, -0.000007,  6.272946,136.907066
128.450198,  8.084736,-11.627881, -0.000006,  6.509716,138.330237
129.833348,  8.413916,-12.122539, -0.000004,  6.752996,139.728840
131.252351,  8.752593,-12.632507, -0.000003,  7.002911,141.101793
132.705610,  9.100922,-13.158068, -0.000007,  7.259563,142.448210
134.191373,  9.459059,-13.699505, -0.000005,  7.523097,143.767465
135.707735,  9.827159,-14.257101, -0.000003,  7.793622,145.059142
137.252665, 10.205386,-14.831148, -0.000008,  8.071271,146.323071
138.824016, 10.593895,-15.421927, -0.000006,  8.356166,147.559288
140.419522, 10.992850,-16.029730, -0.000004,  8.648434,148.768058
142.036827, 11.402413,-16.654849, -0.000008,  8.948205,149.949854
143.673493, 11.822750,-17.297571, -0.000006,  9.255609,151.105365
145.327016, 12.254022,-17.958190, -0.000004,  9.570764,152.235451
146.994830, 12.696398,-18.637003, -0.000008,  9.893811,153.341168
148.674328, 13.150045,-19.334303, -0.000006, 10.224874,154.423736
150.362873, 13.615131,-20.050388, -0.000004, 10.564092,155.484525
152.057823, 14.091831,-20.785555, -0.000008, 10.911583,156.525068
153.756526, 14.580311,-21.540108, -0.000006, 11.267495,157.546979
155.456340, 15.080751,-22.314341, -0.000004, 11.631953,158.552032
157.154653, 15.593320,-23.108566, -0.000007, 12.005094,159.542043
158.848886, 16.118206,-23.923080, -0.000005, 12.387054,160.518933
160.536513, 16.655575,-24.758196, -0.000003, 12.777960,161.484675
162.215076, 17.205617,-25.614216, -0.000007, 13.177947,162.441275
163.882180, 17.768512,-26.491456, -0.000004, 13.587155,163.390765
165.535516, 18.344444,-27.390221, -0.000008, 14.005728,164.335175
167.172875, 18.933604,-28.310831, -0.000006, 14.433790,165.276544
168.792157, 19.536172,-29.253594, -0.000003, 14.871482,166.216859
170.391358, 20.152349,-30.218834, -0.000007, 15.318938,167.158062
171.968616, 20.782317,-31.206865, -0.000004, 15.776303,168.102070
173.522190, 21.426279,-32.218010, -0.000008, 16.243708,169.050685
175.050476, 22.084427,-33.252589, -0.000005, 16.721301,170.005646
176.552012, 22.756959,-34.310932, -0.000008, 17.209218,170.968588
178.025483, 23.444080,-35.393362, -0.000006, 17.707590,171.941026
179.469741, 24.145988,-36.500207, -0.000009, 18.216557,172.924383
180.883769, 24.862889,-37.631802, -0.000006, 18.736273,173.919921
182.266740, 25.594991,-38.788479, -0.000004, 19.266870,174.928782
